Sport,Season,Type,Location,Opponent,Conference,Day,Month,Outcome,ScoreFor,ScoreAgainst,Length,StreakBeforeMatch,Attend
MBB,2021-22,RS,H,MissouriState,MVC,Sat,1,L,69,79,RT,W10,N
MBB,2021-22,RS,H,SouthernIllinois,MVC,Tue,1,W,59,47,RT,L1,N
MBB,2021-22,RS,A,SouthernIllinois,MVC,Thu,1,W,44,39,RT,W1,N
MBB,2021-22,RS,A,Drake,MVC,Sun,1,L,68,77,RT,W2,N
MBB,2021-22,RS,H,IllinoisState,MVC,Wed,2,W,78,64,RT,L1,N
MBB,2021-22,RS,A,MissouriState,MVC,Sun,2,W,71,62,RT,W1,N
MBB,2021-22,RS,A,Bradley,MVC,Wed,2,L,61,68,RT,W2,N
MBB,2021-22,RS,H,NorthernIowa,MVC,Sun,2,W,85,58,RT,L1,N
MBB,2021-22,RS,A,Valparaiso,MVC,Wed,2,W,71,69,RT,W1,N
MBB,2021-22,RS,H,Drake,MVC,Sat,2,L,76,83,RT,W2,N
MBB,2021-22,RS,A,IllinoisState,MVC,Mon,2,W,59,50,RT,L1,N
MBB,2021-22,RS,H,Evansville,MVC,Wed,2,W,82,31,RT,W1,N
MBB,2021-22,RS,A,NorthernIowa,MVC,Sat,2,L,96,102,OT,W2,N
MBB,2021-22,CT,N,Bradley,MVC,Fri,3,W,66,50,RT,L1,N
MBB,2021-22,CT,N,NorthernIowa,MVC,Sat,3,W,66,43,RT,W1,N
MBB,2021-22,CT,N,Drake,MVC,Sun,3,W,64,58,RT,W2,N
MBB,2021-22,NCAA,N,OhioState,B1G,Fri,3,L,41,54,RT,W3,N
MBB,2022-23,RS,H,FairleighDickinson,NEC,Mon,11,W,88,82,OT,L1,N
MBB,2022-23,RS,A,UIC,MVC,Fri,11,W,70,63,RT,W1,N
MBB,2022-23,RS,N,Tulsa,AAC,Thu,11,L,66,85,RT,W2,N
MBB,2022-23,RS,N,BoiseState,MWC,Fri,11,L,48,70,RT,L1,N
MBB,2022-23,RS,N,TexasA&M,SEC,Sun,11,L,51,67,RT,L2,N
MBB,2022-23,RS,A,Harvard,Ivy,Fri,11,L,55,61,RT,L3,N
MBB,2022-23,RS,H,CentralArkansas,ASUN,Wed,11,W,85,70,RT,L4,N
MBB,2022-23,RS,H,DePaul,BE,Sat,12,L,72,78,OT,W1,N
MBB,2022-23,RS,H,GreenBay,HL,Tue,12,W,70,46,RT,L1,N
MBB,2022-23,RS,N,Clemson,ACC,Sat,12,W,76,58,RT,W1,N
MBB,2022-23,RS,H,Albany,AE,Sun,12,W,68,56,RT,W2,N
MBB,2022-23,RS,N,Stanford,P12,Thu,12,L,62,75,RT,W3,N
MBB,2022-23,RS,H,GeorgeWashington,A10,Sat,12,L,87,97,RT,L1,N
MBB,2022-23,RS,A,Davidson,A10,Wed,1,L,57,80,RT,L2,N
MBB,2022-23,RS,A,GeorgeMason,A10,Sat,1,L,75,86,RT,L3,N
MBB,2022-23,RS,H,VCU,A10,Tue,1,L,64,78,RT,L4,N
MBB,2022-23,RS,A,SaintJosephs,A10,Sat,1,L,55,86,RT,L5,N
MBB,2022-23,RS,H,SaintLouis,A10,Wed,1,L,59,76,RT,L6,N
MBB,2022-23,RS,H,StBonaventure,A10,Sat,1,W,67,55,RT,L7,N
MBB,2022-23,RS,A,Duquesne,A10,Wed,1,L,58,72,RT,W1,N
MBB,2022-23,RS,A,Dayton,A10,Tue,1,L,81,85,OT,L1,N
MBB,2022-23,RS,H,GeorgeMason,A10,Sat,2,W,69,61,RT,L2,N
MBB,2022-23,RS,H,SaintJosephs,A10,Wed,2,L,71,83,RT,W1,N
MBB,2022-23,RS,A,Richmond,A10,Sat,2,L,71,74,RT,L1,N
MBB,2022-23,RS,A,UMass,A10,Tue,2,W,64,62,RT,L2,N
MBB,2022-23,RS,H,Dayton,A10,Fri,2,L,49,65,RT,W1,N
MBB,2022-23,RS,H,Fordham,A10,Wed,2,L,69,71,RT,L1,N
MBB,2022-23,RS,A,SaintLouis,A10,Sat,2,L,62,81,RT,L2,N
MBB,2022-23,RS,H,RhodeIsland,A10,Wed,3,L,77,79,RT,L3,N
MBB,2022-23,RS,A,LaSalle,A10,Sat,3,W,76,73,RT,L4,N
MBB,2022-23,CT,N,SaintJosephs,A10,Tue,3,L,67,72,RT,W1,N
WBB,2016-17,RS,H,NorthernIllinois,MAC,Fri,11,L,70,90,RT,L1,N
WBB,2016-17,RS,A,Pittsburgh,ACC,Thu,11,L,35,59,RT,L2,N
WBB,2016-17,RS,H,Milwaukee,HL,Sun,11,L,46,73,RT,L3,N
WBB,2016-17,RS,N,Clemson,ACC,Thu,11,L,40,61,RT,L4,N
WBB,2016-17,RS,N,Troy,SunBelt,Fri,11,L,67,91,RT,L5,N
WBB,2016-17,RS,A,CentralMichigan,MAC,Thu,12,L,57,95,RT,L6,N
WBB,2016-17,RS,A,WesternMichigan,MAC,Sat,12,L,53,65,RT,L7,N
WBB,2016-17,RS,A,MiamiFL,ACC,Tue,12,L,43,81,RT,L8,N
WBB,2016-17,RS,H,ChicagoState,WAC,Sat,12,W,59,54,RT,L9,N
WBB,2016-17,RS,H,DePaul,BE,Sun,12,L,46,107,RT,W1,N
WBB,2016-17,RS,A,Lamar,Southland,Tue,12,L,50,76,RT,L1,N
WBB,2016-17,RS,A,SouthernIllinois,MVC,Fri,12,L,57,73,RT,L2,N
WBB,2016-17,RS,A,Evansville,MVC,Sun,1,L,36,67,RT,L3,N
WBB,2016-17,RS,H,IllinoisState,MVC,Fri,1,W,64,61,RT,L4,N
WBB,2016-17,RS,H,Bradley,MVC,Sun,1,L,53,60,RT,W1,N
WBB,2016-17,RS,H,IndianaState,MVC,Sat,1,L,38,48,RT,L1,N
WBB,2016-17,RS,A,Drake,MVC,Fri,1,L,46,89,RT,L2,N
WBB,2016-17,RS,A,NorthernIowa,MVC,Sun,1,L,30,68,RT,L3,N
WBB,2016-17,RS,H,MissouriState,MVC,Fri,1,L,32,60,RT,L4,N
WBB,2016-17,RS,H,WichitaState,MVC,Sun,1,L,64,83,RT,L5,N
WBB,2016-17,RS,A,Bradley,MVC,Fri,2,L,45,72,RT,L6,N
WBB,2016-17,RS,A,IllinoisState,MVC,Sun,2,L,51,63,RT,L7,N
WBB,2016-17,RS,A,IndianaState,MVC,Sun,2,L,32,53,RT,L8,N
WBB,2016-17,RS,H,NorthernIowa,MVC,Fri,2,L,43,89,RT,L9,N
WBB,2016-17,RS,H,Drake,MVC,Sun,2,L,42,86,RT,L10,N
WBB,2016-17,RS,A,WichitaState,MVC,Fri,2,L,43,65,RT,L11,N
WBB,2016-17,RS,A,MissouriState,MVC,Sun,2,L,52,61,RT,L12,N
WBB,2016-17,RS,H,Evansville,MVC,Thu,3,L,50,81,RT,L13,N
WBB,2016-17,RS,H,SouthernIllinois,MVC,Sat,3,L,46,71,RT,L14,N
WBB,2016-17,CT,N,Bradley,MVC,Thu,3,L,42,57,RT,L15,N
WBB,2017-18,RS,A,PurdueFortWayne,Summit,Sun,11,L,70,79,RT,L16,N
WBB,2017-18,RS,H,WesternMichigan,MAC,Wed,11,L,47,65,RT,L17,N
WBB,2017-18,RS,H,YoungstownState,HL,Sat,11,L,49,73,RT,L18,N
WBB,2017-18,RS,A,Milwaukee,HL,Tue,11,L,41,63,RT,L19,N
WBB,2017-18,RS,A,Marquette,BE,Tue,11,L,30,92,RT,L20,N
WBB,2017-18,RS,A,ChicagoState,WAC,Fri,12,W,46,28,RT,L21,N
WBB,2017-18,RS,A,DePaul,BE,Mon,12,L,47,88,RT,W1,N
WBB,2017-18,RS,A,NorthernIllinois,MAC,Wed,12,L,71,80,RT,L1,N
WBB,2017-18,RS,H,GreenBay,HL,Sun,12,L,39,76,RT,L2,N
WBB,2017-18,RS,A,Butler,BE,Mon,12,L,52,64,RT,L3,N
WBB,2017-18,RS,H,UIC,HL,Fri,12,W,57,55,RT,L4,N
WBB,2017-18,RS,A,NorthernIowa,MVC,Fri,12,L,41,60,RT,W1,N
WBB,2017-18,RS,A,Drake,MVC,Sun,12,L,46,72,RT,L1,N
WBB,2017-18,RS,H,Bradley,MVC,Fri,1,L,57,59,RT,L2,N
WBB,2017-18,RS,H,IllinoisState,MVC,Sun,1,W,62,59,RT,L3,N
WBB,2017-18,RS,A,Valparaiso,MVC,Fri,1,L,60,76,RT,W1,N
WBB,2017-18,RS,A,SouthernIllinois,MVC,Fri,1,L,46,62,RT,L1,N
WBB,2017-18,RS,A,MissouriState,MVC,Sun,1,L,36,75,RT,L2,N
WBB,2017-18,RS,H,IndianaState,MVC,Fri,1,L,65,73,RT,L3,Y
WBB,2017-18,RS,H,Evansville,MVC,Sun,1,W,82,63,RT,L4,N
WBB,2017-18,RS,A,IllinoisState,MVC,Fri,2,L,49,57,RT,W1,N
WBB,2017-18,RS,A,Bradley,MVC,Sun,2,W,71,61,RT,L1,N
WBB,2017-18,RS,H,Valparaiso,MVC,Sun,2,L,53,63,RT,W1,Y
WBB,2017-18,RS,H,MissouriState,MVC,Fri,2,L,58,69,RT,L1,N
WBB,2017-18,RS,H,SouthernIllinois,MVC,Sun,2,W,62,53,RT,L2,Y
WBB,2017-18,RS,A,Evansville,MVC,Fri,2,W,60,47,RT,W1,N
WBB,2017-18,RS,A,IndianaState,MVC,Sun,2,L,67,74,RT,W2,N
WBB,2017-18,RS,H,Drake,MVC,Thu,3,L,53,97,RT,L1,N
WBB,2017-18,RS,H,NorthernIowa,MVC,Sat,3,L,39,64,RT,L2,N
WBB,2017-18,CT,N,Valparaiso,MVC,Thu,3,L,46,63,RT,L3,N
WBB,2018-19,RS,A,YoungstownState,HL,Fri,11,L,63,74,RT,L4,N
WBB,2018-19,RS,H,DetroitMercy,HL,Mon,11,W,52,43,RT,L5,N
WBB,2018-19,RS,A,UIC,HL,Sat,11,W,75,60,RT,W1,N
WBB,2018-19,RS,A,BowlingGreen,MAC,Tue,11,L,74,88,RT,W2,N
WBB,2018-19,RS,H,ChicagoState,WAC,Mon,11,W,76,40,RT,L1,N
WBB,2018-19,RS,H,PurdueFortWayne,Summit,Thu,11,W,81,67,RT,W1,N
WBB,2018-19,RS,A,WesternMichigan,MAC,Mon,12,W,64,53,RT,W2,N
WBB,2018-19,RS,H,SIUE,OVC,Thu,12,W,56,43,RT,W3,N
WBB,2018-19,RS,A,Purdue,B1G,Sun,12,L,41,65,RT,W4,N
WBB,2018-19,RS,H,UMKC,WAC,Sun,12,L,74,88,RT,L1,N
WBB,2018-19,RS,H,DePaul,BE,Thu,12,L,76,102,RT,L2,N
WBB,2018-19,RS,H,Valparaiso,MVC,Sun,1,W,80,54,RT,L3,N
WBB,2018-19,RS,A,Drake,MVC,Fri,1,L,60,69,RT,W1,N
WBB,2018-19,RS,A,NorthernIowa,MVC,Sun,1,L,52,64,RT,L1,N
WBB,2018-19,RS,H,Evansville,MVC,Fri,1,W,61,56,RT,L2,N
WBB,2018-19,RS,H,IndianaState,MVC,Sun,1,W,56,54,RT,W1,Y
WBB,2018-19,RS,A,MissouriState,MVC,Fri,1,L,49,84,RT,W2,N
WBB,2018-19,RS,A,SouthernIllinois,MVC,Sun,1,L,63,74,RT,L1,N
WBB,2018-19,RS,H,IllinoisState,MVC,Fri,2,W,62,59,RT,L2,Y
WBB,2018-19,RS,H,Bradley,MVC,Sun,2,L,56,69,RT,W1,N
WBB,2018-19,RS,H,NorthernIowa,MVC,Fri,2,L,65,71,RT,L1,Y
WBB,2018-19,RS,H,Drake,MVC,Sun,2,L,55,83,RT,L2,N
WBB,2018-19,RS,A,IndianaState,MVC,Fri,2,W,44,36,RT,L3,N
WBB,2018-19,RS,A,Evansville,MVC,Sun,2,W,71,51,RT,W1,N
WBB,2018-19,RS,H,SouthernIllinois,MVC,Fri,2,L,41,61,RT,W2,Y
WBB,2018-19,RS,H,MissouriState,MVC,Sun,2,L,58,85,RT,L1,N
WBB,2018-19,RS,A,IllinoisState,MVC,Thu,2,L,52,65,RT,L2,N
WBB,2018-19,RS,A,Bradley,MVC,Sat,3,L,59,71,RT,L3,N
WBB,2018-19,RS,A,Valparaiso,MVC,Sat,3,L,74,81,RT,L4,N
WBB,2018-19,CT,N,Evansville,MVC,Thu,3,W,90,80,RT,L5,N
WBB,2018-19,CT,N,MissouriState,MVC,Fri,3,L,50,59,RT,W1,N
WBB,2019-20,RS,A,DetroitMercy,HL,Tue,11,W,89,60,RT,L1,N
WBB,2019-20,RS,H,Vermont,AE,Fri,11,W,78,76,RT,W1,Y
WBB,2019-20,RS,A,EasternIllinois,OVC,Wed,11,W,67,51,RT,W2,N
WBB,2019-20,RS,A,ChicagoState,WAC,Tue,11,W,98,53,RT,W3,N
WBB,2019-20,RS,A,UMKC,WAC,Fri,11,W,72,67,2OT,W4,N
WBB,2019-20,RS,A,Portland,WCC,Sun,12,W,78,64,OT,W5,N
WBB,2019-20,RS,H,Dartmouth,Ivy,Wed,12,W,61,40,RT,W6,Y
WBB,2019-20,RS,A,SIUE,OVC,Sun,12,W,63,50,RT,W7,N
WBB,2019-20,RS,H,BowlingGreen,MAC,Mon,12,W,84,76,RT,W8,N
WBB,2019-20,RS,H,DePaul,BE,Fri,12,L,76,83,RT,W9,N
WBB,2019-20,RS,H,WesternMichigan,MAC,Mon,12,L,60,70,RT,L1,N
WBB,2019-20,RS,H,MissouriState,MVC,Fri,1,L,72,74,OT,L2,N
WBB,2019-20,RS,H,SouthernIllinois,MVC,Sun,1,W,51,49,RT,L3,N
WBB,2019-20,RS,A,Evansville,MVC,Fri,1,W,71,61,RT,W1,N
WBB,2019-20,RS,A,IndianaState,MVC,Sun,1,W,58,51,RT,W2,N
WBB,2019-20,RS,H,Bradley,MVC,Fri,1,L,47,60,RT,W3,N
WBB,2019-20,RS,H,IllinoisState,MVC,Sun,1,W,69,64,RT,L1,N
WBB,2019-20,RS,A,Valparaiso,MVC,Fri,1,L,64,66,RT,W1,N
WBB,2019-20,RS,A,NorthernIowa,MVC,Fri,1,L,50,70,RT,L1,N
WBB,2019-20,RS,A,Drake,MVC,Sun,2,L,52,80,RT,L2,N
WBB,2019-20,RS,H,IndianaState,MVC,Thu,2,W,65,55,RT,L3,Y
WBB,2019-20,RS,H,Evansville,MVC,Sat,2,W,77,47,RT,W1,Y
WBB,2019-20,RS,A,IllinoisState,MVC,Fri,2,L,85,86,2OT,W2,N
WBB,2019-20,RS,A,Bradley,MVC,Sun,2,L,50,71,RT,L1,N
WBB,2019-20,RS,H,Valparaiso,MVC,Sat,2,L,57,70,RT,L2,Y
WBB,2019-20,RS,H,Drake,MVC,Fri,2,L,75,83,RT,L3,Y
WBB,2019-20,RS,H,NorthernIowa,MVC,Sun,3,L,70,73,RT,L4,Y
WBB,2019-20,RS,A,SouthernIllinois,MVC,Thu,3,L,41,58,RT,L5,N
WBB,2019-20,RS,A,MissouriState,MVC,Sat,3,L,61,72,RT,L6,N
WBB,2020-21,RS,A,ChicagoState,WAC,Sat,11,W,70,57,RT,L7,N
WBB,2020-21,RS,A,DePaul,BE,Sun,12,L,67,76,RT,W1,N
WBB,2020-21,RS,H,PurdueNorthwest,DIIGLIAC,Fri,12,W,80,61,RT,L1,N
WBB,2020-21,RS,H,CentralMichigan,MAC,Mon,12,L,64,73,RT,W1,N
WBB,2020-21,RS,H,IndianaState,MVC,Fri,1,L,48,63,RT,L1,N
WBB,2020-21,RS,H,IndianaState,MVC,Sat,1,W,59,52,RT,L2,N
WBB,2020-21,RS,A,Valparaiso,MVC,Tue,1,W,53,36,RT,W1,N
WBB,2020-21,RS,A,Bradley,MVC,Fri,1,W,71,66,RT,W2,N
WBB,2020-21,RS,A,Bradley,MVC,Sat,1,L,55,57,RT,W3,N
WBB,2020-21,RS,H,SouthernIllinois,MVC,Sat,1,W,53,46,RT,L1,N
WBB,2020-21,RS,H,SouthernIllinois,MVC,Sun,1,W,55,46,RT,W1,N
WBB,2020-21,RS,H,Drake,MVC,Fri,2,L,46,75,RT,W2,N
WBB,2020-21,RS,H,Drake,MVC,Sat,2,L,64,68,RT,L1,N
WBB,2020-21,RS,A,Evansville,MVC,Fri,2,W,67,49,RT,L2,N
WBB,2020-21,RS,A,Evansville,MVC,Sat,2,W,61,31,RT,W1,N
WBB,2020-21,RS,A,NorthernIowa,MVC,Fri,2,L,51,78,RT,W2,N
WBB,2020-21,RS,A,NorthernIowa,MVC,Sat,2,W,66,64,OT,L1,N
WBB,2020-21,RS,H,Valparaiso,MVC,Wed,2,L,55,57,RT,W1,N
WBB,2020-21,RS,A,MissouriState,MVC,Sat,2,L,50,64,RT,L1,N
WBB,2020-21,RS,A,MissouriState,MVC,Sun,2,L,45,59,RT,L2,N
WBB,2020-21,RS,H,IllinoisState,MVC,Fri,3,L,61,64,RT,L3,N
WBB,2020-21,RS,H,IllinoisState,MVC,Sat,3,L,45,60,RT,L4,N
WBB,2020-21,CT,N,IllinoisState,MVC,Fri,3,W,61,60,RT,L5,N
WBB,2020-21,CT,N,Bradley,MVC,Sat,3,L,56,70,RT,W1,N
WBB,2020-21,WBI,N,Stetson,ASUN,Fri,3,L,45,49,RT,L1,N
WBB,2020-21,WBI,N,Manhattan,MAAC,Sat,3,L,51,56,RT,L2,N
WBB,2020-21,WBI,N,AbelineChristian,Southland,Sun,3,W,74,55,RT,L3,N
WBB,2021-22,RS,H,DetroitMercy,HL,Tue,11,W,63,40,RT,W1,N
WBB,2021-22,RS,A,DePaul,BE,Fri,11,L,53,87,RT,W2,N
WBB,2021-22,RS,A,Northwestern,B1G,Wed,11,L,47,63,RT,L1,N
WBB,2021-22,RS,H,ChicagoState,WAC,Sat,11,W,71,59,RT,L2,N
WBB,2021-22,RS,H,StFrancisIL,NAIACCAC,Wed,11,W,96,61,RT,W1,N
WBB,2021-22,RS,H,MiamiOH,MAC,Sun,11,W,69,52,RT,W2,N
WBB,2021-22,RS,A,Dartmouth,Ivy,Fri,12,W,73,37,RT,W3,N
WBB,2021-22,RS,A,Vermont,AE,Sun,12,L,62,72,RT,W4,N
WBB,2021-22,RS,H,EasternIllinois,OVC,Wed,12,W,58,48,RT,L1,N
WBB,2021-22,RS,A,CentralMichigan,MAC,Sat,12,W,69,48,RT,W1,N
WBB,2021-22,RS,A,ClevelandState,HL,Tue,12,W,66,52,RT,W2,N
WBB,2021-22,RS,A,MissouriState,MVC,Fri,12,L,38,55,RT,W3,N
WBB,2021-22,RS,A,SouthernIllinois,MVC,Sun,1,L,50,63,RT,L1,N
WBB,2021-22,RS,H,Drake,MVC,Fri,1,W,63,46,RT,L2,N
WBB,2021-22,RS,H,NorthernIowa,MVC,Sun,1,L,54,58,RT,W1,N
WBB,2021-22,RS,A,Bradley,MVC,Thu,1,W,48,41,RT,L1,N
WBB,2021-22,RS,A,IllinoisState,MVC,Sat,1,L,50,68,RT,W1,N
WBB,2021-22,RS,H,Evansville,MVC,Fri,1,W,68,54,RT,L1,N
WBB,2021-22,RS,H,Valparaiso,MVC,Fri,1,W,62,48,RT,W1,N
WBB,2021-22,RS,A,NorthernIowa,MVC,Fri,2,L,56,69,RT,W2,N
WBB,2021-22,RS,A,Drake,MVC,Sun,2,L,76,84,RT,L1,N
WBB,2021-22,RS,H,IllinoisState,MVC,Thu,2,L,53,57,RT,L2,N
WBB,2021-22,RS,H,Bradley,MVC,Sat,2,W,56,41,RT,L3,N
WBB,2021-22,RS,H,IndianaState,MVC,Tue,2,W,64,40,RT,W1,Y
WBB,2021-22,RS,A,IndianaState,MVC,Fri,2,W,61,59,RT,W2,N
WBB,2021-22,RS,A,Evansville,MVC,Sun,2,W,60,56,RT,W3,N
WBB,2021-22,RS,A,Valparaiso,MVC,Fri,2,W,66,52,RT,W4,N
WBB,2021-22,RS,H,SouthernIllinois,MVC,Thu,3,L,28,51,RT,W5,Y
WBB,2021-22,RS,H,MissouriState,MVC,Sat,3,W,60,42,RT,L1,Y
WBB,2021-22,CT,N,IllinoisState,MVC,Fri,3,L,52,68,RT,W1,N
WBB,2022-23,RS,A,WesternMichigan,MAC,Mon,11,W,60,51,RT,L1,N
WBB,2022-23,RS,A,Milwaukee,HL,Thu,11,L,66,76,RT,W1,N
WBB,2022-23,RS,H,Virginia,ACC,Wed,11,L,62,68,RT,L1,N
WBB,2022-23,RS,A,EasternIllinois,OVC,Sun,11,L,73,83,RT,L2,N
WBB,2022-23,RS,H,Miami,ACC,Tue,11,L,45,63,RT,L3,N
WBB,2022-23,RS,H,SaintFrancisPA,NEC,Fri,11,W,69,56,RT,L4,N
WBB,2022-23,RS,A,MiamiOH,MAC,Mon,11,L,53,79,RT,W1,N
WBB,2022-23,RS,A,UIC,MVC,Thu,12,L,36,45,RT,L1,N
WBB,2022-23,RS,H,Bradley,MVC,Sat,12,W,57,54,RT,L2,N
WBB,2022-23,RS,H,DePaul,BE,Wed,12,L,52,78,RT,W1,N
WBB,2022-23,RS,A,Marquette,BE,Sat,12,L,53,77,RT,L1,N
WBB,2022-23,RS,N,Elon,CAA,Tue,12,W,72,46,RT,L2,N
WBB,2022-23,RS,N,IdahoState,BigSky,Wed,12,W,56,44,RT,W1,N
WBB,2022-23,RS,A,SaintLouis,A10,Wed,12,W,60,47,RT,W2,N
WBB,2022-23,RS,H,Richmond,A10,Wed,1,L,49,68,RT,W3,N
WBB,2022-23,RS,H,UMass,A10,Sat,1,L,59,76,RT,L1,N
WBB,2022-23,RS,A,SaintJosephs,A10,Tue,1,L,36,58,RT,L2,N
WBB,2022-23,RS,A,RhodeIsland,A10,Sun,1,L,34,63,RT,L3,N
WBB,2022-23,RS,H,LaSalle,A10,Sun,1,L,51,67,RT,L4,N
WBB,2022-23,RS,H,GeorgeWashington,A10,Wed,1,L,61,75,RT,L5,N
WBB,2022-23,RS,A,VCU,A10,Sun,1,L,50,60,RT,L6,N
WBB,2022-23,RS,H,Dayton,A10,Wed,2,L,68,81,RT,L7,N
WBB,2022-23,RS,A,Fordham,A10,Sat,2,L,64,80,RT,L8,N
WBB,2022-23,RS,A,Davidson,A10,Wed,2,L,55,57,RT,L9,N
WBB,2022-23,RS,H,StBonaventure,A10,Sat,2,L,47,48,RT,L10,N
WBB,2022-23,RS,H,GeorgeMason,A10,Wed,2,L,63,80,RT,L11,N
WBB,2022-23,RS,A,GeorgeWashington,A10,Sat,2,L,50,61,RT,L12,N
WBB,2022-23,RS,A,Duquesne,A10,Wed,2,L,61,71,RT,L13,N
WBB,2022-23,RS,H,SaintLouis,A10,Sat,2,L,55,73,RT,L14,N
WBB,2022-23,CT,N,Duquesne,A10,Wed,3,L,57,58,RT,L15,N
MVB,2017,RS,H,UCLA,MPSF,Tue,1,L,0,3,3,L1,N
MVB,2017,RS,H,NJIT,EIVA,Thu,1,W,3,0,3,L2,N
MVB,2017,RS,H,BYU,MPSF,Sat,1,W,3,1,4,W1,N
MVB,2017,RS,H,Pepperdine,MPSF,Fri,1,L,2,3,4,W2,N
MVB,2017,RS,H,Harvard,EIVA,Sat,1,W,3,0,3,L1,N
MVB,2017,RS,A,PennState,EIVA,Thu,1,L,2,3,5,W1,N
MVB,2017,RS,A,GeorgeMason,EIVA,Sat,1,W,3,2,5,L1,N
MVB,2017,RS,H,Lindenwood,MIVA,Fri,2,W,3,1,4,W1,N
MVB,2017,RS,H,Quincy,MIVA,Sat,2,W,3,0,3,W2,N
MVB,2017,RS,A,McKendree,MIVA,Thu,2,W,3,0,3,W3,N
MVB,2017,RS,A,OhioState,MIVA,Sat,2,L,0,3,3,W4,N
MVB,2017,RS,H,PurdueFortWayne,MIVA,Thu,2,W,3,1,4,L1,N
MVB,2017,RS,H,BallState,MIVA,Sat,2,W,3,0,3,W1,N
MVB,2017,RS,H,Lewis,MIVA,Fri,2,L,2,3,5,W2,Y
MVB,2017,RS,A,Quincy,MIVA,Thu,3,W,3,1,4,L1,N
MVB,2017,RS,A,Lindenwood,MIVA,Sat,3,L,1,3,4,W1,N
MVB,2017,RS,N,CSUN,BigWest,Fri,3,W,3,2,5,L1,N
MVB,2017,RS,A,LongBeachState,BigWest,Sat,3,L,0,3,3,W1,N
MVB,2017,RS,H,OhioState,MIVA,Thu,3,L,0,3,3,L1,N
MVB,2017,RS,H,McKendree,MIVA,Sun,3,W,3,0,3,L2,N
MVB,2017,RS,H,SaintFrancisPA,EIVA,Fri,3,W,3,0,3,W1,N
MVB,2017,RS,H,PennState,EIVA,Sat,3,W,3,1,4,W2,N
MVB,2017,RS,A,Lewis,MIVA,Tue,3,L,2,3,5,W3,N
MVB,2017,RS,H,GrandCanyon,MIVA,Fri,3,L,1,3,4,L1,N
MVB,2017,RS,H,GrandCanyon,MIVA,Sat,4,W,3,0,3,L2,N
MVB,2017,RS,A,PurdueFortWayne,MIVA,Thu,4,W,3,1,4,W1,N
MVB,2017,RS,A,BallState,MIVA,Sat,4,L,0,3,3,W2,N
MVB,2017,CT,H,BallState,MIVA,Sat,4,L,1,3,4,L1,N
MVB,2018,RS,A,BYU,MPSF,Fri,1,W,3,2,5,L2,N
MVB,2018,RS,N,UCIrvine,BigWest,Sat,1,L,1,3,4,W1,N
MVB,2018,RS,H,GeorgeMason,EIVA,Fri,1,W,3,1,4,L1,N
MVB,2018,RS,H,LongBeachState,BigWest,Sat,1,L,0,3,3,W1,N
MVB,2018,RS,H,GrandView,NAIAHAAC,Fri,1,W,3,0,3,L1,N
MVB,2018,RS,H,SaintFrancisPA,EIVA,Sat,1,W,3,0,3,W1,N
MVB,2018,RS,H,UCSantaBarbara,BigWest,Thu,1,W,3,1,4,W2,N
MVB,2018,RS,H,CSUN,BigWest,Sat,1,W,3,1,4,W3,N
MVB,2018,RS,H,USC,MPSF,Sat,2,W,3,1,4,W4,N
MVB,2018,RS,H,Quincy,MIVA,Fri,2,W,3,2,5,W5,N
MVB,2018,RS,H,Lindenwood,MIVA,Sat,2,W,3,0,3,W6,Y
MVB,2018,RS,A,PurdueFortWayne,MIVA,Fri,2,W,3,2,5,W7,N
MVB,2018,RS,A,BallState,MIVA,Sat,2,L,1,3,4,W8,N
MVB,2018,RS,H,McKendree,MIVA,Fri,2,W,3,0,3,L1,N
MVB,2018,RS,H,OhioState,MIVA,Sat,2,W,3,2,5,W1,N
MVB,2018,RS,H,Lewis,MIVA,Wed,2,W,3,0,3,W2,N
MVB,2018,RS,H,King,ConferenceCarolinas,Fri,3,W,3,1,4,W3,N
MVB,2018,RS,H,LincolnMemorial,Independent,Sat,3,W,3,2,5,W4,N
MVB,2018,RS,A,ConcordiaIrvine,MPSF,Thu,3,L,1,3,4,W5,N
MVB,2018,RS,A,Pepperdine,MPSF,Sat,3,W,3,0,3,L1,N
MVB,2018,RS,A,Lewis,MIVA,Sat,3,W,3,0,3,W1,N
MVB,2018,RS,H,BallState,MIVA,Thu,3,W,3,0,3,W2,N
MVB,2018,RS,H,PurdueFortWayne,MIVA,Sat,3,W,3,0,3,W3,N
MVB,2018,RS,A,OhioState,MIVA,Thu,3,L,1,3,4,W4,N
MVB,2018,RS,A,McKendree,MIVA,Sat,3,W,3,1,4,L1,N
MVB,2018,RS,A,Lindenwood,MIVA,Thu,4,L,1,3,4,W1,N
MVB,2018,RS,A,Quincy,MIVA,Sat,4,W,3,0,3,L1,N
MVB,2018,CT,H,Lindenwood,MIVA,Sat,4,W,3,0,3,W1,Y
MVB,2018,CT,H,BallState,MIVA,Wed,4,W,3,1,4,W2,Y
MVB,2018,CT,A,OhioState,MIVA,Sat,4,L,0,3,3,W3,N
MVB,2019,RS,H,UCIrvine,BigWest,Fri,1,L,2,3,5,L1,N
MVB,2019,RS,H,NorthGreenville,ConferenceCarolinas,Sat,1,W,3,0,3,L2,N
MVB,2019,RS,N,MountOliva,ConferenceCarolinas,Fri,1,W,3,0,3,W1,N
MVB,2019,RS,A,King,ConferenceCarolinas,Sat,1,W,3,0,3,W2,N
