Sport,Season,Type,Location,Opponent,Conference,Day,Month,Outcome,ScoreFor,ScoreAgainst,Length,StreakBeforeMatch,Attend
SB,2022,RS,A,FloridaState,ACC,Sat,2,L,2,8,7,W2,N
SB,2022,RS,N,Mercer,SoCon,Sun,2,L,3,4,7,L1,N
SB,2022,RS,A,UNCGreensboro,SoCon,Fri,2,L,1,4,7,L2,N
SB,2022,RS,N,Bucknell,Patriot,Fri,2,W,3,0,7,L3,N
SB,2022,RS,N,Virginia,ACC,Sat,2,L,0,8,7,W1,N
SB,2022,RS,N,Bucknell,Patriot,Sat,2,W,3,1,7,L1,N
SB,2022,RS,N,TexasState,SunBelt,Fri,3,L,1,2,7,W1,N
SB,2022,RS,N,NorthDakota,Summit,Sat,3,W,7,0,7,L1,N
SB,2022,RS,N,BoiseState,MWC,Sat,3,L,1,7,7,W1,N
SB,2022,RS,N,IowaState,B12,Sun,3,L,1,6,7,L1,N
SB,2022,RS,A,Arizona,P12,Sun,3,L,0,11,5,L2,N
SB,2022,RS,A,MurrayState,OVC,Thu,3,W,4,3,9,L3,N
SB,2022,RS,A,MurrayState,OVC,Thu,3,L,5,8,7,W1,N
SB,2022,RS,A,MurrayState,OVC,Fri,3,L,2,3,7,L1,N
SB,2022,RS,A,Bradley,MVC,Sat,3,W,2,0,7,L2,N
SB,2022,RS,A,Bradley,MVC,Sun,3,L,1,2,7,W1,N
SB,2022,RS,A,Bradley,MVC,Sun,3,W,4,0,7,L1,N
SB,2022,RS,A,SouthernIllinois,MVC,Sat,3,L,1,8,7,W1,N
SB,2022,RS,A,SouthernIllinois,MVC,Sat,3,L,1,4,7,L1,N
SB,2022,RS,A,SouthernIllinois,MVC,Sun,3,L,2,6,7,L2,N
SB,2022,RS,A,NotreDame,ACC,Tue,3,L,0,10,5,L3,N
SB,2022,RS,H,Evansville,MVC,Sun,4,L,2,4,7,L4,N
SB,2022,RS,H,Evansville,MVC,Sun,4,L,0,4,7,L5,N
SB,2022,RS,H,Evansville,MVC,Mon,4,W,4,3,7,L6,N
SB,2022,RS,A,NorthernIowa,MVC,Sat,4,L,1,4,7,W1,N
SB,2022,RS,A,NorthernIowa,MVC,Sat,4,L,2,8,7,L1,N
SB,2022,RS,A,NorthernIowa,MVC,Sun,4,L,2,10,6,L2,N
SB,2022,RS,H,IllinoisState,MVC,Fri,4,L,0,2,7,L3,N
SB,2022,RS,H,IllinoisState,MVC,Fri,4,W,9,3,7,L4,N
SB,2022,RS,H,IllinoisState,MVC,Sat,4,W,4,2,7,W1,N
SB,2022,RS,A,Valparaiso,MVC,Wed,4,L,7,9,7,W2,N
SB,2022,RS,A,Valparaiso,MVC,Wed,4,W,7,1,7,L1,N
SB,2022,RS,H,MissouriState,MVC,Sat,4,L,3,13,7,W1,N
SB,2022,RS,H,MissouriState,MVC,Sat,4,W,3,2,9,L1,N
SB,2022,RS,H,MissouriState,MVC,Sun,4,L,1,4,7,W1,N
SB,2022,RS,H,Valparaiso,MVC,Tue,4,L,2,6,7,L1,N
SB,2022,RS,H,Drake,MVC,Sat,4,W,8,5,7,L2,N
SB,2022,RS,H,Drake,MVC,Sat,4,W,7,6,8,W1,N
SB,2022,RS,H,Drake,MVC,Sun,5,L,1,2,7,W2,N
SB,2022,RS,A,IndianaState,MVC,Sat,5,L,2,3,8,L1,N
SB,2022,RS,A,IndianaState,MVC,Sat,5,W,9,1,5,L2,N
SB,2022,RS,A,IndianaState,MVC,Sun,5,L,0,10,5,W1,N
SB,2022,CT,N,Evansville,MVC,Wed,5,W,5,0,7,L1,N
SB,2022,CT,N,Bradley,MVC,Thu,5,L,1,4,7,W1,N
SB,2023,RS,N,Iowa,B1G,Fri,2,L,1,3,7,L1,N
SB,2023,RS,N,MississippiState,SEC,Fri,2,L,4,5,7,L2,N
SB,2023,RS,A,FloridaAtlantic,CUSA,Sat,2,W,3,1,7,L3,N
SB,2023,RS,N,BethuneCookman,SWAC,Sat,2,L,1,4,7,W1,N
SB,2023,RS,N,StonyBrook,CAA,Sun,2,W,6,3,7,L1,N
SB,2023,RS,N,IncarnateWord,Southland,Fri,2,W,5,0,7,W1,N
SB,2023,RS,A,Texas,B12,Fri,2,L,4,11,7,W2,N
SB,2023,RS,N,IncarnateWord,Southland,Sat,2,L,2,3,7,L1,N
SB,2023,RS,A,Texas,B12,Sat,2,L,5,6,7,L2,N
SB,2023,RS,N,Omaha,Summit,Sun,2,L,1,4,7,L3,N
SB,2023,RS,N,MiamiOH,MAC,Sat,2,L,3,7,7,L4,N
SB,2023,RS,A,MurrayState,MVC,Sat,2,L,0,2,7,L5,N
SB,2023,RS,N,BallState,MAC,Sun,2,L,4,6,7,L6,N
SB,2023,RS,N,MiamiOH,MAC,Sun,2,L,0,2,7,L7,N
SB,2023,RS,N,Butler,BE,Sat,3,L,2,9,7,L8,N
SB,2023,RS,A,SouthernIllinois,MVC,Sat,3,L,2,6,7,L9,N
SB,2023,RS,N,Butler,BE,Sun,3,W,7,0,7,L10,N
SB,2023,RS,N,UTMartin,OVC,Sun,3,L,4,5,7,W1,N
SB,2023,RS,A,GeorgeMason,A10,Sat,3,L,1,4,7,L1,N
SB,2023,RS,A,GeorgeMason,A10,Sat,3,W,7,6,7,L2,N
SB,2023,RS,A,GeorgeMason,A10,Sun,3,L,1,2,7,W1,N
SB,2023,RS,H,SaintJosephs,A10,Sat,3,W,2,1,9,L1,N
SB,2023,RS,H,SaintJosephs,A10,Sun,3,W,4,0,7,W1,N
SB,2023,RS,H,SaintJosephs,A10,Sun,3,W,9,1,5,W2,N
SB,2023,RS,H,Bradley,MVC,Tue,3,W,2,0,7,W3,N
SB,2023,RS,H,Bradley,MVC,Tue,3,W,10,7,7,W4,N
SB,2023,RS,A,StBonaventure,A10,Fri,3,L,1,7,7,W5,N
SB,2023,RS,A,StBonaventure,A10,Sat,4,W,10,1,7,L1,N
SB,2023,RS,A,StBonaventure,A10,Sat,4,W,3,1,7,W1,N
SB,2023,RS,A,UMass,A10,Fri,4,W,7,2,7,W2,N
SB,2023,RS,A,UMass,A10,Fri,4,W,8,7,8,W3,N
SB,2023,RS,A,UMass,A10,Sat,4,L,4,7,7,W4,N
SB,2023,RS,A,UIC,MVC,Wed,4,L,2,3,7,L1,N
SB,2023,RS,H,GeorgeWashington,A10,Sat,4,W,1,0,7,L2,N
SB,2023,RS,H,GeorgeWashington,A10,Sat,4,W,8,2,7,W1,N
SB,2023,RS,H,GeorgeWashington,A10,Sun,4,W,7,2,7,W2,N
SB,2023,RS,A,SaintLouis,A10,Wed,4,L,2,5,7,W3,N
SB,2023,RS,A,SaintLouis,A10,Wed,4,L,2,8,7,L1,N
SB,2023,RS,H,RhodeIsland,A10,Sat,4,W,2,0,7,L2,N
SB,2023,RS,H,RhodeIsland,A10,Sat,4,W,4,2,7,W1,N
SB,2023,RS,H,RhodeIsland,A10,Sun,4,W,6,2,7,W2,N
SB,2023,RS,A,Fordham,A10,Sun,4,W,10,6,7,W3,N
SB,2023,RS,H,Dayton,A10,Sat,5,W,3,1,7,W4,N
SB,2023,RS,H,Dayton,A10,Sat,5,W,2,1,7,W5,N
SB,2023,RS,H,Dayton,A10,Sun,5,W,2,0,7,W6,N
SB,2023,CT,N,Dayton,A10,Thu,5,W,7,1,7,W7,N
SB,2023,CT,N,GeorgeMason,A10,Fri,5,L,0,3,7,W8,N
SB,2023,CT,N,SaintLouis,A10,Fr,5,W,7,5,9,L1,N
SB,2023,CT,N,GeorgeMason,A10,Sat,5,W,3,2,8,W1,N
SB,2023,CT,N,GeorgeMason,A10,Sat,5,L,3,6,10,W2,N
MVB,2024,RS,A,Stanford,MPSF,Sun,1,L,0,3,3,W1,Y
MVB,2024,RS,A,Stanford,MPSF,Mon,1,L,2,3,5,L1,Y
